time;ax;ay;az;wx;wy;wz;Latitude;Longitude;Speed (m/s)
2.0690;-0.2380;-4.4010;-4.6413;0.5547;-0.9823;-0.0470;55.75486992;48.73989833;2.12999988
2.0750;-0.2380;-4.4010;-4.6413;0.6646;-0.8680;0.0660;55.75486992;48.73989833;2.12999988
2.0850;-0.2380;-4.4010;-4.6413;0.7324;-0.5596;0.1057;55.75486992;48.73989833;2.12999988
2.0850;-0.2380;-4.4010;-4.6413;0.7324;-0.5596;0.1057;55.75486992;48.73989833;2.12999988
2.0860;0.2290;-4.5655;-3.7193;0.7324;-0.5596;0.1057;55.75486992;48.73989833;2.12999988
2.0950;0.2290;-4.5655;-3.7193;0.7404;-0.1784;0.0189;55.75486992;48.73989833;2.12999988
2.1050;0.2290;-4.5655;-3.7193;0.6915;0.1338;-0.1710;55.75486992;48.73989833;2.12999988
2.1160;0.2290;-4.5655;-3.7193;0.6512;0.4191;-0.3965;55.75486992;48.73989833;2.12999988
2.1170;0.2290;-4.5655;-3.7193;0.6512;0.4191;-0.3965;55.75486992;48.73989833;2.12999988
2.1170;1.4751;-4.3320;-2.3815;0.6512;0.4191;-0.3965;55.75486992;48.73989833;2.12999988
2.1260;1.4751;-4.3320;-2.3815;0.7691;0.3952;-0.5461;55.75486992;48.73989833;2.12999988
2.1370;1.4751;-4.3320;-2.3815;1.0165;0.0385;-0.7190;55.75486992;48.73989833;2.12999988
2.1470;1.4751;-4.3320;-2.3815;1.3036;-0.4869;-0.7898;55.75486992;48.73989833;2.12999988
2.1470;1.4751;-4.3320;-2.3815;1.3036;-0.4869;-0.7898;55.75486992;48.73989833;2.12999988
2.1480;0.1414;-2.4895;0.8109;1.3036;-0.4869;-0.7898;55.75486992;48.73989833;2.12999988
2.1570;0.1414;-2.4895;0.8109;1.5082;-0.8864;-0.7617;55.75486992;48.73989833;2.12999988
2.1680;0.1414;-2.4895;0.8109;1.5766;-1.2877;-0.6701;55.75486992;48.73989833;2.12999988
2.1790;0.1414;-2.4895;0.8109;1.3531;-1.6554;-0.6591;55.75486992;48.73989833;2.12999988
2.1790;0.1414;-2.4895;0.8109;1.3531;-1.6554;-0.6591;55.75486992;48.73989833;2.12999988
2.1790;1.7293;0.7180;0.7798;1.3531;-1.6554;-0.6591;55.75486992;48.73989833;2.12999988
2.1880;1.7293;0.7180;0.7798;1.0049;-1.8436;-0.7055;55.75486992;48.73989833;2.12999988
2.1990;1.7293;0.7180;0.7798;0.4331;-1.8167;-0.7605;55.75486992;48.73989833;2.12999988
2.2090;1.7293;0.7180;0.7798;-0.0825;-1.4038;-0.8607;55.75486992;48.73989833;2.12999988
2.2100;1.7293;0.7180;0.7798;-0.0825;-1.4038;-0.8607;55.75486992;48.73989833;2.12999988
2.2100;3.9010;2.8723;4.6059;-0.0825;-1.4038;-0.8607;55.75486992;48.73989833;2.12999988
2.2210;3.9010;2.8723;4.6059;-0.0825;-1.4038;-0.8607;55.75486992;48.73989833;2.12999988
2.2210;3.9010;2.8723;4.6059;-0.3592;-0.7239;-1.0354;55.75486992;48.73989833;2.12999988
2.2220;3.9010;2.8723;4.6059;-0.3592;-0.7239;-1.0354;55.75486992;48.73989833;2.12999988
2.2220;3.9010;2.8723;4.6059;-0.3592;-0.7239;-1.0354;55.75486992;48.73989833;2.12999988
2.2300;3.9010;2.8723;4.6059;-0.4093;-0.2156;-1.0568;55.75486992;48.73989833;2.12999988
2.2400;3.9010;2.8723;4.6059;-0.3684;-0.0764;-0.9248;55.75486992;48.73989833;2.12999988
2.2400;3.9010;2.8723;4.6059;-0.3684;-0.0764;-0.9248;55.75486992;48.73989833;2.12999988
2.2410;0.3117;3.2657;5.6048;-0.3684;-0.0764;-0.9248;55.75486992;48.73989833;2.12999988
2.2500;0.3117;3.2657;5.6048;-0.2462;-0.2535;-0.7532;55.75486992;48.73989833;2.12999988
2.2600;0.3117;3.2657;5.6048;0.0452;-0.6500;-0.6292;55.75486992;48.73989833;2.12999988
2.2710;0.3117;3.2657;5.6048;0.3757;-1.1411;-0.5858;55.75486992;48.73989833;2.12999988
2.2720;0.3117;3.2657;5.6048;0.3757;-1.1411;-0.5858;55.75486992;48.73989833;2.12999988
2.2720;-0.6263;4.6806;1.9651;0.3757;-1.1411;-0.5858;55.75486992;48.73989833;2.12999988
2.2810;-0.6263;4.6806;1.9651;0.5143;-1.5382;-0.5760;55.75486992;48.73989833;2.12999988
2.2920;-0.6263;4.6806;1.9651;0.4777;-1.8289;-0.6127;55.75486992;48.73989833;2.12999988
2.3030;-0.6263;4.6806;1.9651;0.2657;-1.9224;-0.5956;55.75486992;48.73989833;2.12999988
2.3040;-0.6263;4.6806;1.9651;0.2657;-1.9224;-0.5956;55.75486992;48.73989833;2.12999988
2.3040;-3.4226;3.9885;-4.0689;0.2657;-1.9224;-0.5956;55.75486992;48.73989833;2.12999988
2.3130;-3.4226;3.9885;-4.0689;0.0031;-1.6695;-0.5308;55.75486992;48.73989833;2.12999988
2.3250;-3.4226;3.9885;-4.0689;-0.2779;-1.0623;-0.5119;55.75486992;48.73989833;2.12999988
2.3360;-3.4226;3.9885;-4.0689;-0.5412;-0.5040;-0.5003;55.75486992;48.73989833;2.12999988
2.3360;-3.4226;3.9885;-4.0689;-0.5412;-0.5040;-0.5003;55.75486992;48.73989833;2.12999988
2.3370;-6.0688;2.3199;-5.6115;-0.5412;-0.5040;-0.5003;55.75486992;48.73989833;2.12999988
2.3450;-6.0688;2.3199;-5.6115;-0.8332;-0.1936;-0.4533;55.75486992;48.73989833;2.12999988
2.3550;-6.0688;2.3199;-5.6115;-0.9841;-0.1240;-0.3971;55.75486992;48.73989833;2.12999988
2.3660;-6.0688;2.3199;-5.6115;-1.0531;-0.1411;-0.3738;55.75486992;48.73989833;2.12999988
2.3660;-6.0688;2.3199;-5.6115;-1.0531;-0.1411;-0.3738;55.75486992;48.73989833;2.12999988
2.3670;-6.3574;0.6282;-5.9072;-1.0531;-0.1411;-0.3738;55.75486992;48.73989833;2.12999988
2.3750;-6.3574;0.6282;-5.9072;-1.1026;-0.3280;-0.3971;55.75486992;48.73989833;2.12999988
2.3860;-6.3574;0.6282;-5.9072;-1.1026;-0.3280;-0.3971;55.75486992;48.73989833;2.12999988
2.3870;-6.3574;0.6282;-5.9072;-1.0201;-0.4753;-0.3903;55.75486992;48.73989833;2.12999988
2.3880;-6.3574;0.6282;-5.9072;-1.0201;-0.4753;-0.3903;55.75486992;48.73989833;2.12999988
2.3880;-6.3574;0.6282;-5.9072;-1.0201;-0.4753;-0.3903;55.75486992;48.73989833;2.12999988
2.3950;-6.3574;0.6282;-5.9072;-0.8063;-0.2401;-0.3653;55.75486992;48.73989833;2.12999988
2.3960;-6.3574;0.6282;-5.9072;-0.8063;-0.2401;-0.3653;55.75486992;48.73989833;2.12999988
2.3960;-4.7342;-0.4190;-0.7503;-0.8063;-0.2401;-0.3653;55.75486992;48.73989833;2.12999988
2.4050;-4.7342;-0.4190;-0.7503;-0.4172;0.0910;-0.3757;55.75486992;48.73989833;2.12999988
2.4190;-4.7342;-0.4190;-0.7503;0.0238;0.4520;-0.3940;55.75486992;48.73989833;2.12999988
2.4270;-4.7342;-0.4190;-0.7503;0.4032;0.6994;-0.2767;55.75486992;48.73989833;2.12999988
2.4270;-4.7342;-0.4190;-0.7503;0.4032;0.6994;-0.2767;55.75486992;48.73989833;2.12999988
2.4280;-5.8030;-0.8476;-0.7024;0.4032;0.6994;-0.2767;55.75486992;48.73989833;2.12999988
2.4360;-5.8030;-0.8476;-0.7024;0.6414;0.6530;-0.1814;55.75486992;48.73989833;2.12999988
2.4460;-5.8030;-0.8476;-0.7024;0.7874;0.4936;-0.1093;55.75486992;48.73989833;2.12999988
2.4560;-5.8030;-0.8476;-0.7024;0.8344;0.3299;-0.0110;55.75486992;48.73989833;2.12999988
2.4570;-5.8030;-0.8476;-0.7024;0.8344;0.3299;-0.0110;55.75486992;48.73989833;2.12999988
2.4570;-4.8806;-0.7941;-0.6900;0.8344;0.3299;-0.0110;55.75486992;48.73989833;2.12999988
2.4660;-4.8806;-0.7941;-0.6900;0.8088;0.2828;0.1008;55.75486992;48.73989833;2.12999988
2.4760;-4.8806;-0.7941;-0.6900;0.7508;0.3720;0.1185;55.75486992;48.73989833;2.12999988
2.4870;-4.8806;-0.7941;-0.6900;0.8369;0.6304;0.1319;55.75486992;48.73989833;2.12999988
2.4870;-4.8806;-0.7941;-0.6900;0.8369;0.6304;0.1319;55.75486992;48.73989833;2.12999988
2.4880;-0.8064;-0.1470;7.0168;0.8369;0.6304;0.1319;55.75486992;48.73989833;2.12999988
2.4960;-0.8064;-0.1470;7.0168;1.1179;1.1490;0.2572;55.75486992;48.73989833;2.12999988
2.5060;-0.8064;-0.1470;7.0168;1.6163;1.7434;0.6280;55.75486992;48.73989833;2.12999988
2.5160;-0.8064;-0.1470;7.0168;1.8894;1.7342;1.0379;55.75486992;48.73989833;2.12999988
2.5170;-0.8064;-0.1470;7.0168;1.8894;1.7342;1.0379;55.75486992;48.73989833;2.12999988
2.5170;-1.5338;-1.9072;8.9763;1.8894;1.7342;1.0379;55.75486992;48.73989833;2.12999988
2.5270;-1.5338;-1.9072;8.9763;1.9896;0.9792;1.3323;55.75486992;48.73989833;2.12999988
2.5360;-1.5338;-1.9072;8.9763;1.9120;0.0629;1.2303;55.75486992;48.73989833;2.12999988
2.5490;-1.5338;-1.9072;8.9763;1.9120;0.0629;1.2303;55.75486992;48.73989833;2.12999988
2.5490;-1.5338;-1.9072;8.9763;1.9120;0.0629;1.2303;55.75486992;48.73989833;2.12999988
2.5500;-1.5338;-1.9072;8.9763;1.6469;-0.4862;0.9108;55.75486992;48.73989833;2.12999988
2.5500;-1.5338;-1.9072;8.9763;1.6469;-0.4862;0.9108;55.75486992;48.73989833;2.12999988
2.5510;6.4648;1.8425;5.7414;1.6469;-0.4862;0.9108;55.75486992;48.73989833;2.12999988
2.5520;6.4648;1.8425;5.7414;1.6469;-0.4862;0.9108;55.75486992;48.73989833;2.12999988
2.5570;6.4648;1.8425;5.7414;1.3311;-0.1466;0.7697;55.75486992;48.73989833;2.12999988
2.5670;6.4648;1.8425;5.7414;0.8198;0.5394;0.7636;55.75486992;48.73989833;2.12999988
2.5780;6.4648;1.8425;5.7414;0.1955;1.0544;0.9035;55.75486992;48.73989833;2.12999988
2.5780;6.4648;1.8425;5.7414;0.1955;1.0544;0.9035;55.75486992;48.73989833;2.12999988
2.5790;2.8094;1.8155;2.8658;0.1955;1.0544;0.9035;55.75486992;48.73989833;2.12999988
2.5870;2.8094;1.8155;2.8658;-0.4453;1.2120;1.0360;55.75486992;48.73989833;2.12999988
2.5970;2.8094;1.8155;2.8658;-0.7520;1.1191;1.0354;55.75486992;48.73989833;2.12999988
2.6080;2.8094;1.8155;2.8658;-0.8448;0.9646;0.9633;55.75486992;48.73989833;2.12999988
2.6080;2.8094;1.8155;2.8658;-0.8448;0.9646;0.9633;55.75486992;48.73989833;2.12999988
2.6090;3.7020;0.7466;4.0419;-0.8448;0.9646;0.9633;55.75486992;48.73989833;2.12999988
2.6170;3.7020;0.7466;4.0419;-0.7795;0.7263;0.8748;55.75486992;48.73989833;2.12999988
2.6400;3.7020;0.7466;4.0419;-0.6084;0.4417;0.8583;55.75486992;48.73989833;2.12999988
2.6410;3.7020;0.7466;4.0419;-0.2639;0.1491;0.7923;55.75486992;48.73989833;2.12999988
2.6420;3.7020;0.7466;4.0419;-0.2639;0.1491;0.7923;55.75486992;48.73989833;2.12999988
2.6430;2.6635;-0.8004;2.0601;-0.2639;0.1491;0.7923;55.75486992;48.73989833;2.12999988
2.6480;2.6635;-0.8004;2.0601;-0.1271;0.0165;0.7721;55.75486992;48.73989833;2.12999988
2.6570;2.6635;-0.8004;2.0601;-0.0538;-0.1106;0.7868;55.75486992;48.73989833;2.12999988
2.6680;2.6635;-0.8004;2.0601;-0.0751;-0.1283;0.7862;55.75486992;48.73989833;2.12999988
2.6680;2.6635;-0.8004;2.0601;-0.0751;-0.1283;0.7862;55.75486992;48.73989833;2.12999988
2.6680;1.7288;-2.1737;-3.6046;-0.0751;-0.1283;0.7862;55.75486992;48.73989833;2.12999988
2.6770;1.7288;-2.1737;-3.6046;-0.1845;-0.2279;0.8100;55.75486992;48.73989833;2.12999988
2.6870;1.7288;-2.1737;-3.6046;-0.3250;-0.2388;0.7446;55.75486992;48.73989833;2.12999988
2.6970;1.7288;-2.1737;-3.6046;-0.5431;-0.3170;0.5693;55.75486992;48.73989833;2.12999988
2.6980;1.7288;-2.1737;-3.6046;-0.5431;-0.3170;0.5693;55.75486992;48.73989833;2.12999988
2.6980;3.4532;-3.3522;-6.4769;-0.5431;-0.3170;0.5693;55.75486992;48.73989833;2.12999988
2.7080;3.4532;-3.3522;-6.4769;-0.5431;-0.3170;0.5693;55.75486992;48.73989833;2.12999988
2.7090;3.4532;-3.3522;-6.4769;-0.7825;-0.2657;0.3439;55.75486992;48.73989833;2.12999988
2.7100;3.4532;-3.3522;-6.4769;-0.7825;-0.2657;0.3439;55.75486992;48.73989833;2.12999988
2.7100;3.4532;-3.3522;-6.4769;-0.7825;-0.2657;0.3439;55.75486992;48.73989833;2.12999988
2.7170;3.4532;-3.3522;-6.4769;-0.8509;-0.0562;0.2071;55.75486992;48.73989833;2.12999988
2.7280;3.4532;-3.3522;-6.4769;-0.7807;0.2969;0.0440;55.75486992;48.73989833;2.12999988
2.7280;3.4532;-3.3522;-6.4769;-0.7807;0.2969;0.0440;55.75486992;48.73989833;2.12999988
2.7290;2.2986;-4.0767;-3.1578;-0.7807;0.2969;0.0440;55.75486992;48.73989833;2.12999988
2.7370;2.2986;-4.0767;-3.1578;-0.5834;0.6127;-0.1002;55.75486992;48.73989833;2.12999988
2.7480;2.2986;-4.0767;-3.1578;-0.3201;0.7556;-0.2566;55.75486992;48.73989833;2.12999988
2.7600;2.2986;-4.0767;-3.1578;-0.1509;0.6188;-0.3848;55.75486992;48.73989833;2.12999988
2.7600;2.2986;-4.0767;-3.1578;-0.1509;0.6188;-0.3848;55.75486992;48.73989833;2.12999988
2.7610;0.0270;-4.6933;-4.4938;-0.1509;0.6188;-0.3848;55.75486992;48.73989833;2.12999988
2.7690;0.0270;-4.6933;-4.4938;-0.0800;0.3659;-0.4911;55.75486992;48.73989833;2.12999988
2.7790;0.0270;-4.6933;-4.4938;-0.0208;0.1393;-0.5693;55.75486992;48.73989833;2.12999988
2.7890;0.0270;-4.6933;-4.4938;0.0489;-0.1460;-0.5846;55.75486992;48.73989833;2.12999988
2.7900;0.0270;-4.6933;-4.4938;0.0489;-0.1460;-0.5846;55.75486992;48.73989833;2.12999988
2.7900;-0.6158;-5.5838;-4.2626;0.0489;-0.1460;-0.5846;55.75486992;48.73989833;2.12999988
2.8010;-0.6158;-5.5838;-4.2626;0.1570;-0.4294;-0.5730;55.75486992;48.73989833;2.12999988
2.8090;-0.6158;-5.5838;-4.2626;0.4221;-0.5009;-0.5272;55.75486992;48.73989833;2.12999988
2.8190;-0.6158;-5.5838;-4.2626;0.7898;-0.3757;-0.4734;55.75486992;48.73989833;2.12999988
2.8200;-0.6158;-5.5838;-4.2626;0.7898;-0.3757;-0.4734;55.75486992;48.73989833;2.12999988
2.8210;1.0586;-5.5075;1.7858;0.7898;-0.3757;-0.4734;55.75486992;48.73989833;2.12999988
2.8300;1.0586;-5.5075;1.7858;1.1099;-0.3616;-0.4618;55.75486992;48.73989833;2.12999988
2.8390;1.0586;-5.5075;1.7858;1.2712;-0.4209;-0.4979;55.75486992;48.73989833;2.12999988
2.8490;1.0586;-5.5075;1.7858;1.2834;-0.4154;-0.5846;55.75486992;48.73989833;2.12999988
2.8500;1.0586;-5.5075;1.7858;1.2834;-0.4154;-0.5846;55.75486992;48.73989833;2.12999988
2.8500;2.7643;-0.5817;0.7660;1.2834;-0.4154;-0.5846;55.75486992;48.73989833;2.12999988
2.8590;2.7643;-0.5817;0.7660;1.0116;-0.5351;-0.7495;55.75486992;48.73989833;2.12999988
2.8700;2.7643;-0.5817;0.7660;1.0116;-0.5351;-0.7495;55.75486992;48.73989833;2.12999988
2.8710;2.7643;-0.5817;0.7660;0.4087;-0.7581;-0.8338;55.75486992;48.73989833;2.12999988
2.8710;2.7643;-0.5817;0.7660;0.4087;-0.7581;-0.8338;55.75486992;48.73989833;2.12999988
2.8720;2.7643;-0.5817;0.7660;0.4087;-0.7581;-0.8338;55.75486992;48.73989833;2.12999988
2.8790;2.7643;-0.5817;0.7660;-0.2040;-0.7996;-0.8454;55.75486992;48.73989833;2.12999988
2.8800;2.7643;-0.5817;0.7660;-0.2040;-0.7996;-0.8454;55.75486992;48.73989833;2.12999988
2.8800;2.2885;2.2019;0.2897;-0.2040;-0.7996;-0.8454;55.75486992;48.73989833;2.12999988
2.8890;2.2885;2.2019;0.2897;-0.9132;-0.6426;-0.8173;55.75486992;48.73989833;2.12999988
2.8990;2.2885;2.2019;0.2897;-1.3738;-0.1704;-0.7660;55.75486992;48.73989833;2.12999988
2.9090;2.2885;2.2019;0.2897;-1.4453;0.5345;-0.6652;55.75486992;48.73989833;2.12999988
2.9100;2.2885;2.2019;0.2897;-1.4453;0.5345;-0.6652;55.75486992;48.73989833;2.12999988
2.9110;3.4396;2.1222;11.1781;-1.4453;0.5345;-0.6652;55.75486992;48.73989833;2.12999988
2.9190;3.4396;2.1222;11.1781;-1.1484;0.8296;-0.5858;55.75486992;48.73989833;2.12999988
2.9290;3.4396;2.1222;11.1781;-0.6145;0.6493;-0.5608;55.75486992;48.73989833;2.12999988
2.9390;3.4396;2.1222;11.1781;-0.0611;0.1436;-0.6115;55.75486992;48.73989833;2.12999988
2.9400;3.4396;2.1222;11.1781;-0.0611;0.1436;-0.6115;55.75486992;48.73989833;2.12999988
2.9410;2.6715;3.6051;9.5123;-0.0611;0.1436;-0.6115;55.75486992;48.73989833;2.12999988
2.9490;2.6715;3.6051;9.5123;0.3134;-0.4148;-0.7239;55.75486992;48.73989833;2.12999988
2.9590;2.6715;3.6051;9.5123;0.4710;-0.6762;-0.8039;55.75486992;48.73989833;2.12999988
2.9690;2.6715;3.6051;9.5123;0.3696;-0.5705;-0.8234;55.75486992;48.73989833;2.12999988
2.9700;2.6715;3.6051;9.5123;0.3696;-0.5705;-0.8234;55.75486992;48.73989833;2.12999988
2.9700;-0.4907;3.4907;0.3127;0.3696;-0.5705;-0.8234;55.75486992;48.73989833;2.12999988
2.9790;-0.4907;3.4907;0.3127;0.1228;-0.2615;-0.8289;55.75486992;48.73989833;2.12999988
2.9890;-0.4907;3.4907;0.3127;-0.2010;0.1252;-0.8680;55.75486992;48.73989833;2.12999988
2.9990;-0.4907;3.4907;0.3127;-0.5718;0.4600;-0.8772;55.75486992;48.73989833;2.12999988
3.0000;-0.4907;3.4907;0.3127;-0.5718;0.4600;-0.8772;55.75486992;48.73989833;2.12999988
3.0010;-2.9893;1.7571;-4.6794;-0.5718;0.4600;-0.8772;55.75486992;48.73989833;2.12999988
3.0090;-2.9893;1.7571;-4.6794;-0.9511;0.7715;-0.8607;55.75486992;48.73989833;2.12999988
3.0190;-2.9893;1.7571;-4.6794;-1.1808;0.9194;-0.8943;55.75486992;48.73989833;2.12999988
3.0300;-2.9893;1.7571;-4.6794;-1.1808;0.9194;-0.8943;55.75486992;48.73989833;2.12999988
3.0310;-2.9893;1.7571;-4.6794;-1.1808;0.9194;-0.8943;55.75486992;48.73989833;2.12999988
3.0320;-2.9893;1.7571;-4.6794;-1.2144;0.8754;-0.9285;55.75486992;48.73989833;2.12999988
3.0320;-2.9893;1.7571;-4.6794;-1.2144;0.8754;-0.9285;55.75486992;48.73989833;2.12999988
3.0330;-4.5135;-0.5876;-3.5415;-1.2144;0.8754;-0.9285;55.75486992;48.73989833;2.12999988
3.0330;-4.5135;-0.5876;-3.5415;-1.2144;0.8754;-0.9285;55.75486992;48.73989833;2.12999988
3.0390;-4.5135;-0.5876;-3.5415;-1.0788;0.6927;-0.9029;55.75486992;48.73989833;2.12999988
3.0490;-4.5135;-0.5876;-3.5415;-0.7666;0.4093;-0.8106;55.75486992;48.73989833;2.12999988
3.0600;-4.5135;-0.5876;-3.5415;-0.2798;0.1607;-0.6823;55.75486992;48.73989833;2.12999988
3.0600;-4.5135;-0.5876;-3.5415;-0.2798;0.1607;-0.6823;55.75486992;48.73989833;2.12999988
3.0610;-5.6289;-1.8564;-0.7387;-0.2798;0.1607;-0.6823;55.75486992;48.73989833;2.12999988
3.0690;-5.6289;-1.8564;-0.7387;0.1772;0.0446;-0.5852;55.75486992;48.73989833;2.12999988
3.0790;-5.6289;-1.8564;-0.7387;0.5834;0.0128;-0.5113;55.75486992;48.73989833;2.12999988
3.0890;-5.6289;-1.8564;-0.7387;0.8876;0.0990;-0.4734;55.75486992;48.73989833;2.12999988
3.0900;-5.6289;-1.8564;-0.7387;0.8876;0.0990;-0.4734;55.75486992;48.73989833;2.12999988
3.0910;-4.5306;-1.7043;-3.7169;0.8876;0.0990;-0.4734;55.75486992;48.73989833;2.12999988
3.0990;-4.5306;-1.7043;-3.7169;1.0385;0.2248;-0.4410;55.75486992;48.73989833;2.12999988
3.1090;-4.5306;-1.7043;-3.7169;1.0452;0.3238;-0.3965;55.75486992;48.73989833;2.12999988
3.1190;-4.5306;-1.7043;-3.7169;0.8827;0.4166;-0.3824;55.75486992;48.73989833;2.12999988
3.1200;-4.5306;-1.7043;-3.7169;0.8827;0.4166;-0.3824;55.75486992;48.73989833;2.12999988
3.1200;-4.7466;-2.6086;-8.1808;0.8827;0.4166;-0.3824;55.75486992;48.73989833;2.12999988
3.1290;-4.7466;-2.6086;-8.1808;0.6591;0.5473;-0.3256;55.75486992;48.73989833;2.12999988
3.1390;-4.7466;-2.6086;-8.1808;0.5113;0.7214;-0.2071;55.75486992;48.73989833;2.12999988
3.1490;-4.7466;-2.6086;-8.1808;0.4911;0.9572;-0.0257;55.75486992;48.73989833;2.12999988
3.1500;-4.7466;-2.6086;-8.1808;0.4911;0.9572;-0.0257;55.75486992;48.73989833;2.12999988
3.1510;-4.9661;-3.2780;-3.8679;0.4911;0.9572;-0.0257;55.75486992;48.73989833;2.12999988
3.1590;-4.9661;-3.2780;-3.8679;0.5290;1.0831;0.1423;55.75486992;48.73989833;2.12999988
3.1690;-4.9661;-3.2780;-3.8679;0.7202;1.1545;0.3800;55.75486992;48.73989833;2.12999988
3.1790;-4.9661;-3.2780;-3.8679;1.1252;1.2572;0.5938;55.75486992;48.73989833;2.12999988
3.1800;-4.9661;-3.2780;-3.8679;1.1252;1.2572;0.5938;55.75486992;48.73989833;2.12999988
3.1810;-3.7235;-2.1266;5.0601;1.1252;1.2572;0.5938;55.75486992;48.73989833;2.12999988
3.1900;-3.7235;-2.1266;5.0601;1.1252;1.2572;0.5938;55.75486992;48.73989833;2.12999988
3.1910;-3.7235;-2.1266;5.0601;1.7159;1.1857;0.8424;55.75486992;48.73989833;2.12999988
3.1910;-3.7235;-2.1266;5.0601;1.7159;1.1857;0.8424;55.75486992;48.73989833;2.12999988
3.1920;-3.7235;-2.1266;5.0601;1.7159;1.1857;0.8424;55.75486992;48.73989833;2.12999988
3.1990;-3.7235;-2.1266;5.0601;2.0824;1.0751;0.9517;55.75486992;48.73989833;2.12999988
3.2090;-3.7235;-2.1266;5.0601;2.2975;0.8839;1.0079;55.75486992;48.73989833;2.12999988
3.2100;-3.7235;-2.1266;5.0601;2.2975;0.8839;1.0079;55.75486992;48.73989833;2.12999988
3.2110;-0.7633;1.6189;2.7275;2.2975;0.8839;1.0079;55.75486992;48.73989833;2.12999988
3.2190;-0.7633;1.6189;2.7275;1.9988;0.2987;0.9878;55.75486992;48.73989833;2.12999988
3.2290;-0.7633;1.6189;2.7275;1.2675;-0.2242;0.8656;55.75486992;48.73989833;2.12999988
3.2390;-0.7633;1.6189;2.7275;0.3354;-0.4191;0.6768;55.75486992;48.73989833;2.12999988
3.2400;-0.7633;1.6189;2.7275;0.3354;-0.4191;0.6768;55.75486992;48.73989833;2.12999988
3.2400;3.2170;4.4092;-1.4404;0.3354;-0.4191;0.6768;55.75486992;48.73989833;2.12999988
3.2490;3.2170;4.4092;-1.4404;-0.4472;-0.0073;0.5712;55.75486992;48.73989833;2.12999988
3.2580;3.2170;4.4092;-1.4404;-1.0110;0.8638;0.6274;55.75486992;48.73989833;2.12999988
3.2690;3.2170;4.4092;-1.4404;-1.4960;1.5614;0.7624;55.75486992;48.73989833;2.12999988
3.2700;3.2170;4.4092;-1.4404;-1.4960;1.5614;0.7624;55.75486992;48.73989833;2.12999988
3.2700;0.5360;1.6746;6.1977;-1.4960;1.5614;0.7624;55.75486992;48.73989833;2.12999988
3.2870;0.5360;1.6746;6.1977;-1.5858;1.4551;0.8968;55.75486891;48.73992498;2.79999995
3.2900;0.5360;1.6746;6.1977;-1.2358;0.8460;1.0403;55.75486891;48.73992498;2.79999995
3.3010;0.5360;1.6746;6.1977;-0.7165;0.1778;1.2034;55.75486891;48.73992498;2.79999995
3.3020;0.5360;1.6746;6.1977;-0.7165;0.1778;1.2034;55.75486891;48.73992498;2.79999995
3.3020;0.8129;-0.3006;8.1140;-0.7165;0.1778;1.2034;55.75486891;48.73992498;2.79999995
3.3110;0.8129;-0.3006;8.1140;-0.3427;-0.2169;1.2682;55.75486891;48.73992498;2.79999995
3.3210;0.8129;-0.3006;8.1140;-0.1063;-0.3048;1.2193;55.75486891;48.73992498;2.79999995
3.3320;0.8129;-0.3006;8.1140;-0.0367;-0.2883;1.1179;55.75486891;48.73992498;2.79999995
3.3330;0.8129;-0.3006;8.1140;-0.0367;-0.2883;1.1179;55.75486891;48.73992498;2.79999995
3.3330;4.2494;0.1001;0.4201;-0.0367;-0.2883;1.1179;55.75486891;48.73992498;2.79999995
3.3420;4.2494;0.1001;0.4201;-0.1674;-0.2480;0.9847;55.75486891;48.73992498;2.79999995
3.3540;4.2494;0.1001;0.4201;-0.1674;-0.2480;0.9847;55.75486891;48.73992498;2.79999995
3.3540;4.2494;0.1001;0.4201;-0.4502;-0.1289;0.7862;55.75486891;48.73992498;2.79999995
3.3550;4.2494;0.1001;0.4201;-0.4502;-0.1289;0.7862;55.75486891;48.73992498;2.79999995
3.3550;4.2494;0.1001;0.4201;-0.4502;-0.1289;0.7862;55.75486891;48.73992498;2.79999995
3.3630;4.2494;0.1001;0.4201;-0.6658;-0.0391;0.6781;55.75486891;48.73992498;2.79999995
3.3640;4.2494;0.1001;0.4201;-0.6658;-0.0391;0.6781;55.75486891;48.73992498;2.79999995
3.3640;3.3092;-2.2719;-5.0556;-0.6658;-0.0391;0.6781;55.75486891;48.73992498;2.79999995
3.3730;3.3092;-2.2719;-5.0556;-0.8748;0.0324;0.6384;55.75486891;48.73992498;2.79999995
3.3830;3.3092;-2.2719;-5.0556;-0.9462;0.0104;0.6066;55.75486891;48.73992498;2.79999995
3.3930;3.3092;-2.2719;-5.0556;-0.8919;-0.0049;0.5418;55.75486891;48.73992498;2.79999995
3.3940;3.3092;-2.2719;-5.0556;-0.8919;-0.0049;0.5418;55.75486891;48.73992498;2.79999995
3.3940;1.6980;-4.0616;-4.3113;-0.8919;-0.0049;0.5418;55.75486891;48.73992498;2.79999995
3.4040;1.6980;-4.0616;-4.3113;-0.7330;-0.0318;0.4643;55.75486891;48.73992498;2.79999995
3.4160;1.6980;-4.0616;-4.3113;-0.5473;-0.1423;0.3354;55.75486891;48.73992498;2.79999995
3.4260;1.6980;-4.0616;-4.3113;-0.3977;-0.3091;0.2144;55.75486891;48.73992498;2.79999995
3.4270;1.6980;-4.0616;-4.3113;-0.3977;-0.3091;0.2144;55.75486891;48.73992498;2.79999995
