Timestamp,Milliseconds,X,Y,Z
2018-10-26 19:14:45,2,-0.15386203,-0.15065646,-1.4099331
2018-10-26 19:14:45,103,-0.42632928,0.42912602,0.65859985
2018-10-26 19:14:46,202,-0.21806082,-0.28839254,1.3777895
2018-10-26 19:14:46,302,-0.4163301,0.049042463,-0.017055511
2018-10-26 19:14:46,402,-0.96504354,-0.1407857,0.23713017
2018-10-26 19:14:46,503,-0.536945,0.21392703,-0.2871971
2018-10-26 19:14:46,602,-0.5370221,0.18708277,0.36973858
2018-10-26 19:14:46,707,-0.83923733,0.113954306,-0.48446274
2018-10-26 19:14:46,802,-0.36885577,0.19624949,-0.36654568
2018-10-26 19:14:46,902,-0.6647893,0.2532966,-0.16051388
2018-10-26 19:14:46,1002,-0.53629506,0.22109675,3.938675E-4
2018-10-26 19:14:46,1102,-0.38767862,-0.17729235,-0.5007725
2018-10-26 19:14:47,1203,-0.7867292,0.35932326,0.71905327
2018-10-26 19:14:47,1302,-0.69528174,-0.056652546,0.99882317
2018-10-26 19:14:47,1402,-0.6269442,0.40868592,-0.150033
2018-10-26 19:14:47,1503,-0.5707074,0.21121383,1.0647898
2018-10-26 19:14:47,1602,-0.34517676,0.30382586,-1.8027244
2018-10-26 19:14:47,1702,0.01502949,0.12281537,-0.13436699
2018-10-26 19:14:47,1803,-0.4434318,0.4421351,-0.15247822
2018-10-26 19:14:47,1902,-0.5408684,0.2540493,-1.7823224
2018-10-26 19:14:47,2002,-0.45667857,0.16079736,-2.4481792
2018-10-26 19:14:47,2102,-0.99875534,0.55269027,2.0571432
2018-10-26 19:14:48,2204,-0.62033814,-0.030944347,-0.18921185
2018-10-26 19:14:48,2302,-0.66491383,0.6490207,-0.288414
2018-10-26 19:14:48,2403,-1.0930816,0.29170513,-1.7320457
2018-10-26 19:14:48,2502,-1.0072565,0.72694755,-0.5867262
2018-10-26 19:14:48,2603,-0.75321656,-0.07129955,-1.3242865
2018-10-26 19:14:48,2702,-0.9636482,0.044270277,-0.5003967
2018-10-26 19:14:48,2804,-0.79369116,0.22039604,-0.77480984
2018-10-26 19:14:48,2902,-0.23855403,-0.08587718,-1.1932516
2018-10-26 19:14:48,3003,-0.20451826,0.6873746,2.7242527
2018-10-26 19:14:48,3102,-0.5444214,0.22968554,0.07135677
2018-10-26 19:14:49,3202,-0.38781068,0.6260176,2.2870893
2018-10-26 19:14:49,3302,-0.8362483,0.14115095,-0.4413128
2018-10-26 19:14:49,3403,-0.6341457,0.539413,1.1788759
2018-10-26 19:14:49,3502,-0.833409,0.02397108,-1.2043762
2018-10-26 19:14:49,3602,-0.9199628,0.051938534,-0.6562567
2018-10-26 19:14:49,3703,-0.64762735,0.12556481,-0.38240337
2018-10-26 19:14:49,3802,-0.85094875,-0.080590725,-1.6137729
2018-10-26 19:14:49,3902,-0.23377037,0.68153906,1.4412394
2018-10-26 19:14:49,4003,-0.46170035,0.38442326,0.528306
2018-10-26 19:14:49,4102,-0.4721578,0.819294,0.04147625
2018-10-26 19:14:50,4202,-0.6277159,-0.2939222,-2.1738477
2018-10-26 19:14:50,4308,-0.49402967,0.6575947,-1.3445425
2018-10-26 19:14:50,4402,-0.84948635,-0.031294584,1.0667925
2018-10-26 19:14:50,4504,-0.596554,-0.09328318,-1.1140013
2018-10-26 19:14:50,4602,-0.4997384,0.31419086,0.37537003
2018-10-26 19:14:50,4702,-0.3941212,0.10801244,1.3647013
2018-10-26 19:14:50,4803,-0.5500362,0.61119413,0.96267986
2018-10-26 19:14:50,4902,-0.7633742,-0.075074196,0.24041271
2018-10-26 19:14:50,5002,-0.52518904,0.4304142,-0.3727646
2018-10-26 19:14:50,5102,-0.6216417,-0.23015904,-1.3248949
2018-10-26 19:14:51,5203,-0.4622322,-0.09663153,-1.5426846
2018-10-26 19:14:51,5303,-1.1443436,0.24101686,1.21663
2018-10-26 19:14:51,5402,-0.2656017,0.01395154,1.1576223
2018-10-26 19:14:51,5502,-0.045876026,0.5559983,0.24510956
2018-10-26 19:14:51,5603,-0.31470355,0.025635958,1.3039913
2018-10-26 19:14:51,5702,-0.5880125,0.39843464,-1.3305597
2018-10-26 19:14:51,5802,-0.20529336,-0.500649,-1.1805296
2018-10-26 19:14:51,5903,-0.27194965,-0.22367287,-1.4204779
2018-10-26 19:14:51,6002,0.026351392,0.2720337,-0.034443855
2018-10-26 19:14:51,6102,-0.0045927167,-0.120709896,0.05344963
2018-10-26 19:14:52,6202,-0.422899,0.9419637,0.6218958
2018-10-26 19:14:52,6302,-0.5618405,0.11864066,2.9247456
2018-10-26 19:14:52,6403,-0.94807225,0.21248078,-0.16347027
2018-10-26 19:14:52,6502,-0.8264131,-0.051528692,1.4957409
2018-10-26 19:14:52,6602,-0.11130926,-0.11034989,0.01377964
2018-10-26 19:14:52,6702,-0.3163776,0.12489605,1.4647741
2018-10-26 19:14:52,6802,-0.8328122,0.08233905,-0.54854965
2018-10-26 19:14:52,6902,-0.6656358,0.76255465,-1.6697221
2018-10-26 19:14:52,7004,-0.5297894,0.14807749,-0.22417164
2018-10-26 19:14:52,7102,-0.4225325,-0.13927388,-0.5104675
2018-10-26 19:14:53,7203,-0.30248153,0.21128511,0.95621586
2018-10-26 19:14:53,7302,-0.07787731,-0.21826339,1.5385113
2018-10-26 19:14:53,7402,-0.5765468,0.6249025,-1.0737734
2018-10-26 19:14:53,7502,-0.16499704,0.10605645,0.03864956
2018-10-26 19:14:53,7602,-0.22722204,-0.082255125,0.19152546
2018-10-26 19:14:53,7703,-0.55504334,0.37836266,1.8692055
2018-10-26 19:14:53,7803,-0.18452057,-0.114774466,0.6331234
2018-10-26 19:14:53,7902,-0.45590428,0.48795605,-1.4786677
2018-10-26 19:14:53,8003,-0.40990546,-0.03487158,0.9431839
2018-10-26 19:14:53,8102,-0.51289123,0.39428592,-0.8905554
2018-10-26 19:14:54,8202,-0.43742552,0.39287806,3.888647
2018-10-26 19:14:54,8302,-0.18919359,0.12386727,2.1981592
2018-10-26 19:14:54,8402,-0.68927205,0.89171505,-0.45133018
2018-10-26 19:14:54,8503,-0.5179536,-0.17558265,0.11197758
2018-10-26 19:14:54,8602,-0.81866854,0.59285355,-1.6884546
2018-10-26 19:14:54,8702,-0.79023033,0.20950699,1.5418835
2018-10-26 19:14:54,8802,-0.21878996,-0.06812787,1.3286324
2018-10-26 19:14:54,8902,-0.72952014,0.8145995,-0.7082796
2018-10-26 19:14:54,9002,-0.9771083,-0.10613084,1.1207848
2018-10-26 19:14:54,9103,-0.9247556,0.35623384,0.19273663
2018-10-26 19:14:55,9202,-0.64755213,0.39228368,-0.8766403
2018-10-26 19:14:55,9302,-0.40910074,0.051404476,-1.1343412
2018-10-26 19:14:55,9402,-0.57741433,0.6791909,-2.176919
2018-10-26 19:14:55,9502,-1.110606,-0.2353437,-2.496563
2018-10-26 19:14:55,9603,-0.44486237,0.42442107,-1.7505431
2018-10-26 19:14:55,9702,0.09790897,0.07577658,1.5229912
2018-10-26 19:14:55,9802,-0.17393659,-0.06840563,0.9676285
2018-10-26 19:14:55,9902,-0.06563029,0.41192722,-0.86528206
2018-10-26 19:14:55,10002,-0.28113782,-0.04551506,-1.0734987
2018-10-26 19:14:55,10102,0.065630585,0.11138344,1.2085905
2018-10-26 19:14:56,10203,-0.52116793,0.39088607,2.2005138
2018-10-26 19:14:56,10302,-0.23653567,-0.084604025,1.473608
2018-10-26 19:14:56,10402,-0.5379006,0.31014013,-1.7342458
2018-10-26 19:14:56,10502,-0.8513112,-0.3161397,-2.4386964
2018-10-26 19:14:56,10602,-0.47031885,0.2518053,0.12664509
2018-10-26 19:14:56,10703,-0.53007203,0.42976427,1.9130316
2018-10-26 19:14:56,10802,-0.84936893,0.018944979,-0.014846802
2018-10-26 19:14:56,10902,-0.62758416,0.52066636,-1.610848
2018-10-26 19:14:56,11002,-0.15443695,-0.1989305,0.7624302
2018-10-26 19:14:56,11102,-0.27427423,-0.010696173,0.44264317
2018-10-26 19:14:57,11202,-0.18849388,0.41422534,0.07771969
2018-10-26 19:14:57,11303,-0.5992193,0.15574455,1.063654
2018-10-26 19:14:57,11402,-0.115949705,0.29346085,-1.3455496
2018-10-26 19:14:57,11502,-0.6132672,-0.028218746,0.061779022
2018-10-26 19:14:57,11603,-0.493558,0.049539328,0.13096905
2018-10-26 19:14:57,11702,-0.2645669,0.34541273,-1.1567593
2018-10-26 19:14:57,11802,-0.5552191,-0.021391869,-0.0023488998
2018-10-26 19:14:57,11902,-0.19569345,0.22756553,-1.0071707
2018-10-26 19:14:57,12003,-0.40718445,0.20157242,-0.2156353
2018-10-26 19:14:57,12102,-0.26999453,-0.010646105,0.6179409
2018-10-26 19:14:58,12202,-0.4580925,0.2666602,-1.593616
2018-10-26 19:14:58,12302,-0.4094652,0.014511824,0.5875406
2018-10-26 19:14:58,12402,-0.15237838,0.2149868,0.44001102
2018-10-26 19:14:58,12503,-0.35705495,0.14929986,-0.0012311935
2018-10-26 19:14:58,12602,-0.3563066,-0.13360977,0.09207153
2018-10-26 19:14:58,12703,-0.41263232,0.4150195,-1.227252
2018-10-26 19:14:58,12803,-0.3546518,0.17809367,0.9475956
2018-10-26 19:14:58,12902,-0.53478587,0.23113489,1.6225634
2018-10-26 19:14:58,13002,-0.26114172,0.565531,-2.008492
2018-10-26 19:14:58,13103,-0.5018191,0.12768555,0.18982315
2018-10-26 19:14:59,13202,-0.16925895,0.31875634,0.82038784
2018-10-26 19:14:59,13302,-0.82610446,-0.03891921,0.38156986
2018-10-26 19:14:59,13402,-0.40251207,-0.5009854,-0.51063347
2018-10-26 19:14:59,13502,-0.045163736,0.45334172,-1.9150496
2018-10-26 19:14:59,13602,-0.61082935,0.23392272,1.7320251
2018-10-26 19:14:59,13703,-0.61064386,0.29094625,2.6012392
2018-10-26 19:14:59,13802,-0.1225815,0.4188435,-2.4467263
2018-10-26 19:14:59,13902,-0.42233744,0.11079621,-0.11809826
2018-10-26 19:14:59,14002,-0.4441862,0.036128998,1.4336739
2018-10-26 19:14:59,14102,-0.44499618,0.29413295,0.5318651
2018-10-26 19:15:00,14203,-0.76803434,-0.118844986,1.5599661
2018-10-26 19:15:00,14302,-0.07295509,0.06417346,-1.1555185
2018-10-26 19:15:00,14402,-0.2893284,0.14122057,-0.039935112
2018-10-26 19:15:00,14502,-0.43814126,-0.09878278,0.5367851
2018-10-26 19:15:00,14603,-0.42415237,0.25911927,-2.7284775
2018-10-26 19:15:00,14702,-0.14470075,0.26775932,0.911211
2018-10-26 19:15:00,14802,-0.50405085,0.34782386,1.7795343
2018-10-26 19:15:00,14902,-0.38525844,0.467973,-1.5914536
2018-10-26 19:15:00,15003,-0.43178326,-0.09164572,0.11937046
2018-10-26 19:15:00,15102,-0.15080151,0.28892493,0.67837334
2018-10-26 19:15:01,15202,-0.29403824,0.20967197,0.9311266
2018-10-26 19:15:01,15303,-0.16283384,-0.07166195,-0.10074234
2018-10-26 19:15:01,15402,0.09337291,0.2875738,-1.0781116
2018-10-26 19:15:01,15502,0.0996815,0.41139865,0.9053383
2018-10-26 19:15:01,15602,-1.618122,0.8091514,-0.16399002
2018-10-26 19:15:01,15702,0.10168755,0.37333035,-0.4700985
2018-10-26 19:15:01,15803,0.112193406,-0.71519494,0.6256237
2018-10-26 19:15:01,15902,-0.3303458,0.5289881,-1.522542
2018-10-26 19:15:01,16002,-0.1016227,0.49611545,0.5967541
2018-10-26 19:15:01,16105,-0.67571104,0.41506982,1.1101236
2018-10-26 19:15:02,16202,0.68266416,-0.2220906,-0.28260612
2018-10-26 19:15:02,16302,-0.6407523,0.09218061,-0.5275316
2018-10-26 19:15:02,16402,0.24304748,0.044011474,0.5802183
2018-10-26 19:15:02,16502,-0.764516,0.048757553,-0.74396706
2018-10-26 19:15:02,16603,-0.6661104,-0.49679303,-1.2929239
2018-10-26 19:15:02,16702,-0.2591722,0.48252916,-0.49422073
2018-10-26 19:15:02,16802,-0.6193526,0.17862129,0.4506426
2018-10-26 19:15:02,16902,-0.42374253,-0.1948173,1.6727333
2018-10-26 19:15:02,17003,0.5779636,0.27768576,-0.08275795
2018-10-26 19:15:02,17102,-0.14260995,0.19366145,-0.9919634
2018-10-26 19:15:03,17202,-0.7374637,-0.7847601,-0.057142258
2018-10-26 19:15:03,17302,0.32214582,-0.14947844,0.5362673
2018-10-26 19:15:03,17402,0.21293437,-0.32252622,-1.0373964
2018-10-26 19:15:03,17503,0.6305934,-0.13684678,0.64982796
2018-10-26 19:15:03,17602,-0.037016034,0.5427778,0.6882458
2018-10-26 19:15:03,17702,-0.36223245,0.043908834,0.3603983
2018-10-26 19:15:03,17802,0.20973897,0.12275529,-0.43740463
2018-10-26 19:15:03,17902,-0.2836027,-0.40424776,-0.18231773
2018-10-26 19:15:03,18003,-0.44146603,-0.52204776,-1.333272
2018-10-26 19:15:03,18102,-0.8948638,0.16818261,1.8688221
2018-10-26 19:15:04,18202,-1.5876846,1.070147,-0.088718414
2018-10-26 19:15:04,18302,1.6179838,-1.4131712,-0.35768795
2018-10-26 19:15:04,18403,0.5613879,-0.59477353,-1.2789106
2018-10-26 19:15:04,18502,0.45847553,-0.08504152,1.3687038
2018-10-26 19:15:04,18602,-1.3669331,0.9542966,0.66459846
2018-10-26 19:15:04,18702,1.3220409,-0.12856698,-2.585297
2018-10-26 19:15:04,18803,0.016699076,0.7683332,1.132925
2018-10-26 19:15:04,18902,-1.4550344,-2.6398752,-1.3229475
2018-10-26 19:15:04,19003,0.86591494,-1.2958167,-1.5764809
2018-10-26 19:15:04,19102,0.9264327,3.0778391,4.8083334
2018-10-26 19:15:05,19202,0.144678,0.42610884,0.7802162
2018-10-26 19:15:05,19302,-3.4919364,-1.8424367,-5.630644
2018-10-26 19:15:05,19403,0.07475874,-0.08619022,-0.9378519
2018-10-26 19:15:05,19502,0.06832686,0.3681395,1.5615873
2018-10-26 19:15:05,19602,0.12510714,0.155725,0.0297966
2018-10-26 19:15:05,19702,0.09370667,0.13819385,0.3574381
2018-10-26 19:15:05,19802,-0.32059515,-0.046808958,-0.3401327
2018-10-26 19:15:05,19902,-0.056331754,-0.3584659,-1.1880007
2018-10-26 19:15:05,20002,-0.2510108,0.02541542,-0.900362
2018-10-26 19:15:05,20103,-0.4310029,-0.010993481,-0.436862
