Timestamp,Milliseconds,X,Y,Z
2018-10-26 19:14:45,5,0.24779987,0.075417355,8.816648
2018-10-26 19:14:45,105,0.037110128,0.62608373,11.038467
2018-10-26 19:14:46,204,-0.10654198,0.017956512,10.996569
2018-10-26 19:14:46,303,0.073023155,0.22625206,9.923966
2018-10-26 19:14:46,403,-0.36870706,0.02873042,10.8708725
2018-10-26 19:14:46,503,-0.077811554,0.49559975,9.548077
2018-10-26 19:14:46,603,-0.15322891,0.4333505,10.164583
2018-10-26 19:14:46,703,-0.44891283,0.33039984,8.852561
2018-10-26 19:14:46,804,0.0035913025,0.4321534,9.566033
2018-10-26 19:14:46,903,-0.17118542,0.39025488,8.9758625
2018-10-26 19:14:46,1004,-0.1340753,0.63087213,10.957064
2018-10-26 19:14:46,1103,-0.0023942017,0.15801731,10.139444
2018-10-26 19:14:47,1203,-0.49440265,0.6368576,11.125855
2018-10-26 19:14:47,1303,-0.39863458,0.21428105,10.948685
2018-10-26 19:14:47,1405,-0.16160862,0.7170634,9.313444
2018-10-26 19:14:47,1503,-0.2621651,0.48123455,10.662578
2018-10-26 19:14:47,1603,0.16639702,0.61650693,8.201338
2018-10-26 19:14:47,1704,0.34955344,0.3878607,9.190144
2018-10-26 19:14:47,1803,-0.11492168,0.25977087,9.119514
2018-10-26 19:14:47,1904,0.020350715,0.6811504,8.271967
2018-10-26 19:14:47,2003,-0.19033903,0.49559975,8.070854
2018-10-26 19:14:47,2103,-0.5626374,0.81043726,11.348516
2018-10-26 19:14:48,2204,0.053869538,0.23822308,10.864887
2018-10-26 19:14:48,2304,-0.2765303,1.0486604,8.911219
2018-10-26 19:14:48,2403,-0.5231331,0.6548142,8.626308
2018-10-26 19:14:48,2503,-0.47405192,0.9648633,7.762002
2018-10-26 19:14:48,2604,-0.5746084,0.16519992,8.273164
2018-10-26 19:14:48,2704,-0.60693014,0.10175357,9.811439
2018-10-26 19:14:48,2803,-0.4381389,0.39384618,9.562442
2018-10-26 19:14:48,2903,0.23343466,0.108936176,9.437943
2018-10-26 19:14:48,3003,0.1352724,0.8834604,12.668919
2018-10-26 19:14:48,3103,-0.37229836,0.37708676,10.705673
2018-10-26 19:14:49,3204,-0.21667525,0.8379706,11.287464
2018-10-26 19:14:49,3303,-0.7781156,0.37828386,9.758766
2018-10-26 19:14:49,3404,-0.4189853,0.46088383,10.121488
2018-10-26 19:14:49,3503,-0.7697359,0.1388637,8.516175
2018-10-26 19:14:49,3604,-0.7374141,0.10414778,8.865729
2018-10-26 19:14:49,3704,-0.33997664,0.7565677,9.160215
2018-10-26 19:14:49,3803,-0.47524905,0.29448682,8.656237
2018-10-26 19:14:49,3903,0.046686932,0.9684546,11.577163
2018-10-26 19:14:49,4003,-0.48362875,0.6907272,11.043256
2018-10-26 19:14:49,4104,-0.23104046,1.0869676,10.292673
2018-10-26 19:14:50,4204,-0.10055647,0.0023942017,8.760384
2018-10-26 19:14:50,4310,-0.21308395,0.82121116,9.578004
2018-10-26 19:14:50,4404,0.033518825,0.36750996,10.328587
2018-10-26 19:14:50,4503,-0.09696517,0.22744916,8.439561
