Timestamp,Milliseconds,X,Y,Z
2018-10-26 19:14:45,1,-0.120444424,-0.01811527,-0.026650943
2018-10-26 19:14:45,102,-0.19399211,0.18547325,-0.021321401
2018-10-26 19:14:46,201,-0.01172176,-0.041565254,0.008524034
2018-10-26 19:14:46,301,0.07461682,-0.046894796,0.02557857
2018-10-26 19:14:46,402,0.16521904,0.103398286,-0.03517821
2018-10-26 19:14:46,502,-0.019183118,0.097002834,-0.012794134
2018-10-26 19:14:46,601,0.08314408,5.172012E-6,-0.023453215
2018-10-26 19:14:46,701,0.24409625,-0.08846523,0.012787668
2018-10-26 19:14:46,802,-0.18653072,0.04583923,-0.008530499
2018-10-26 19:14:46,901,0.11192361,-0.07034479,0.027710387
2018-10-26 19:14:46,1001,-0.10232398,0.06182786,-0.04157366
2018-10-26 19:14:46,1102,-0.23129888,-0.03303799,0.0031944928
2018-10-26 19:14:47,1202,0.22064628,-0.14602427,0.019183118
2018-10-26 19:14:47,1301,-0.009589943,-0.050092526,-0.006398683
2018-10-26 19:14:47,1409,0.08740772,-0.09592658,0.012787668
2018-10-26 19:14:47,1501,0.08101227,0.101266466,-0.012794134
2018-10-26 19:14:47,1602,-0.04796265,0.044773325,0.01172176
2018-10-26 19:14:47,1701,-0.12470805,-0.10871748,0.007458126
2018-10-26 19:14:47,1801,-0.28885794,0.15456189,-0.005332775
2018-10-26 19:14:47,1901,-0.02557857,0.036246058,0.012787668
2018-10-26 19:14:47,2004,-0.34748292,0.33896402,-0.040507752
2018-10-26 19:14:47,2101,-0.114048965,0.13430963,-0.07141909
2018-10-26 19:14:48,2201,-0.15242167,-0.073542506,-0.0010691406
2018-10-26 19:14:48,2301,0.24409625,-0.12683792,-0.008530499
2018-10-26 19:14:48,2402,0.024519125,0.12791418,-0.012794134
2018-10-26 19:14:48,2501,0.25368944,-0.046894796,0.05116037
2018-10-26 19:14:48,2602,-0.23129888,0.025586974,0.017051302
2018-10-26 19:14:48,2701,-0.19399211,0.08208012,-0.025585033
2018-10-26 19:14:48,2801,-0.24195799,0.14710052,-0.025585033
2018-10-26 19:14:48,2901,-0.26327616,0.057564225,-0.009596408
2018-10-26 19:14:48,3002,0.117253155,-0.102322035,-0.008530499
2018-10-26 19:14:48,3101,-0.09912625,0.055432413,0.009589943
2018-10-26 19:14:49,3211,0.16735084,-0.09166295,-0.018123675
2018-10-26 19:14:49,3301,-0.13963078,0.12045282,-0.021321401
2018-10-26 19:14:49,3402,0.10765999,-0.057553876,-0.0042668656
2018-10-26 19:14:49,3501,-0.13323532,0.036246058,-0.010662317
2018-10-26 19:14:49,3601,0.07888045,-0.09592658,0.015985394
2018-10-26 19:14:49,3701,0.11618725,-0.050092526,0.022380844
2018-10-26 19:14:49,3802,-0.18439892,-0.029840264,0.008524034
2018-10-26 19:14:49,3901,0.018123675,-0.10871748,0.0053263092
2018-10-26 19:14:49,4002,-0.1556194,0.16202326,-0.020255491
2018-10-26 19:14:49,4101,-0.12683988,0.14603463,-0.039441846
2018-10-26 19:14:50,4202,-0.3176375,0.21531865,-0.01599186
2018-10-26 19:14:50,4304,-0.17480573,0.18973686,-0.019189585
2018-10-26 19:14:50,4402,0.16202131,-0.18013336,0.021314938
2018-10-26 19:14:50,4501,0.10765999,-0.13003565,0.024512662
2018-10-26 19:14:50,4601,0.13857132,-0.17906746,0.008524034
2018-10-26 19:14:50,4711,0.15669176,0.021323338,-0.0032009578
2018-10-26 19:14:50,4801,0.24942578,-0.18013336,-0.011728225
2018-10-26 19:14:50,4901,-0.044764917,0.036246058,-0.07141909
2018-10-26 19:14:50,5007,0.200394,-0.19399017,-0.0341123
